Ref,Val,Package,PosX,PosY,Rot,Side
"C1710","120p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-63.000000,-141.000000,180.000000,bottom
"C1711","18p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-59.000000,-123.000000,180.000000,bottom
"C1712","150p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-59.000000,-126.000000,180.000000,bottom
"C1715","10p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-74.000000,-145.000000,0.000000,bottom
"C1716","150P","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-74.000000,-141.000000,0.000000,bottom
"C1717","150p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-79.000000,-145.000000,0.000000,bottom
"C1718","20p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-79.000000,-141.000000,0.000000,bottom
"C1801","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-108.000000,-145.000000,0.000000,bottom
"C1802","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-136.000000,-143.000000,-90.000000,bottom
"C1804","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-92.000000,-137.000000,180.000000,bottom
"C1809","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-135.500000,-136.000000,0.000000,bottom
"C1810","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-108.000000,-135.000000,90.000000,bottom
"C2001","1000p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-142.500000,-107.000000,-90.000000,bottom
"C2002","150p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-149.100000,-113.600000,0.000000,bottom
"C2004","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-163.000000,-124.000000,-90.000000,bottom
"C2101","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-217.000000,-96.000000,0.000000,bottom
"C2201","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-135.500000,-126.000000,90.000000,bottom
"C2301","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-67.000000,-116.000000,180.000000,bottom
"C2302","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-236.500000,-126.000000,180.000000,bottom
"C2304","1000p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-67.000000,-59.000000,-90.000000,bottom
"C2305","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-53.437500,-61.200000,180.000000,bottom
"C2306","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-236.500000,-129.500000,180.000000,bottom
"C2310","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-241.000000,-136.000000,-90.000000,bottom
"C2311","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",-234.000000,-136.000000,-90.000000,bottom
"CR1801","BAT54","SOT23-3-SAR-V2",-74.000000,-112.500000,90.000000,bottom
"E1402","FB0805","L_0805_2012Metric_Pad1.05x1.20mm_HandSolder",-149.000000,-79.000000,90.000000,bottom
"E1403","FB0805","L_0805_2012Metric_Pad1.05x1.20mm_HandSolder",-155.000000,-71.000000,-90.000000,bottom
"Q901","MMBT3906","SOT23-3-SAR-V2",-64.000000,-66.000000,-90.000000,bottom
"Q903","MMBT3904","SOT23-3-SAR-V2",-75.000000,-68.000000,180.000000,bottom
"R401","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-224.500000,-114.500000,0.000000,bottom
"R402","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-224.500000,-111.500000,0.000000,bottom
"R804","10K","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",-243.000000,-84.500000,0.000000,bottom
"R807","10K","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",-244.250000,-78.750000,180.000000,bottom
"R901","100","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-84.000000,-56.000000,180.000000,bottom
"R902","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-84.000000,-59.000000,180.000000,bottom
"R903","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-70.000000,-66.000000,180.000000,bottom
"R906","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-86.000000,-63.000000,180.000000,bottom
"R909","2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-101.000000,-61.000000,-90.000000,bottom
"R911","100","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",-57.250000,-60.750000,90.000000,bottom
"R912","6.8K","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",-58.300000,-66.000000,180.000000,bottom
"R917","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-73.000000,-79.000000,180.000000,bottom
"R919","22K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-67.000000,-72.000000,180.000000,bottom
"R920","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-64.000000,-62.000000,0.000000,bottom
"R922","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-78.000000,-75.000000,0.000000,bottom
"R923","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-62.000000,-84.000000,-90.000000,bottom
"R924","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-57.000000,-88.000000,-90.000000,bottom
"R925","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-52.000000,-79.000000,90.000000,bottom
"R926","39K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-58.000000,-71.000000,90.000000,bottom
"R1001","0","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-114.000000,-80.000000,0.000000,bottom
"R1002","DNI","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-118.000000,-81.000000,-90.000000,bottom
"R1003","DNI","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-113.000000,-77.000000,90.000000,bottom
"R1008","2.2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-124.750000,-59.250000,90.000000,bottom
"R1206","36","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-238.225000,-64.250000,180.000000,bottom
"R1209","150","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-240.250000,-71.000000,0.000000,bottom
"R1301","18","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-197.000000,-90.500000,-90.000000,bottom
"R1302","300","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-200.500000,-91.500000,0.000000,bottom
"R1303","300","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-200.500000,-89.000000,0.000000,bottom
"R1401","1.1K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-167.000000,-93.000000,180.000000,bottom
"R1410","33","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-184.000000,-84.000000,0.000000,bottom
"R1411","33","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-184.000000,-78.000000,0.000000,bottom
"R1802","82","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-133.500000,-143.000000,-90.000000,bottom
"R1803","2.2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-100.500000,-143.000000,90.000000,bottom
"R1806","2.2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-87.000000,-129.000000,-90.000000,bottom
"R2001","18","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-159.000000,-140.000000,0.000000,bottom
"R2002","300","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-166.000000,-140.000000,0.000000,bottom
"R2003","300","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-156.500000,-143.000000,-90.000000,bottom
"R2010","2.2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-159.000000,-123.000000,90.000000,bottom
"R2011","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-184.500000,-137.000000,0.000000,bottom
"R2012","1K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-182.000000,-141.500000,180.000000,bottom
"R2013","3.3K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-183.500000,-125.000000,90.000000,bottom
"R2014","1K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-174.500000,-134.000000,180.000000,bottom
"R2015","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-187.000000,-125.000000,90.000000,bottom
"R2201","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-89.500000,-106.525000,90.000000,bottom
"R2202","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-93.000000,-111.500000,90.000000,bottom
"R2206","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",-83.000000,-114.000000,-90.000000,bottom
"U302","MCP4725","SOT23-6-SAR",-218.000000,-122.000000,90.000000,bottom
"U1301","ADE-1","MCL-6-SMD_7R97X5R59",-197.000000,-80.000000,90.000000,bottom
"U1401","AS169-73","SOT-23-6",-179.000000,-81.000000,0.000000,bottom
"C301","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",236.500000,-112.000000,0.000000,top
"C303","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",206.000000,-85.500000,180.000000,top
"C304","1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",223.500000,-134.000000,-90.000000,top
"C305","10u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",219.525000,-129.000000,180.000000,top
"C401","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",231.500000,-112.000000,0.000000,top
"C801","22u","CP_Elec_6.3x5.7",215.500000,-141.000000,-90.000000,top
"C802","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",234.000000,-141.000000,0.000000,top
"C803","4.7u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",228.500000,-133.000000,90.000000,top
"C805","4.7u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",236.000000,-81.250000,0.000000,top
"C806","4.7u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",236.000000,-76.250000,0.000000,top
"C901","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",88.000000,-63.000000,0.000000,top
"C902","100u","CP_Elec_8x10",84.000000,-56.000000,180.000000,top
"C903","22u","CP_Elec_6.3x5.7",70.000000,-66.000000,180.000000,top
"C904","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",90.200000,-66.900000,90.000000,top
"C907","22u","CP_Elec_6.3x5.7",95.000000,-57.000000,0.000000,top
"C908","22u","CP_Elec_6.3x5.7",106.000000,-57.000000,180.000000,top
"C909","0.0027u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",86.000000,-71.000000,180.000000,top
"C910","22u","CP_Elec_6.3x5.7",57.000000,-63.250000,180.000000,top
"C913","22u","CP_Elec_6.3x5.7",66.000000,-84.500000,180.000000,top
"C918","22u","CP_Elec_6.3x5.7",55.000000,-83.000000,-90.000000,top
"C1001","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",136.000000,-73.000000,90.000000,top
"C1002","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",136.000000,-84.000000,180.000000,top
"C1003","1000p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",131.750000,-75.500000,90.000000,top
"C1004","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",142.000000,-88.000000,-90.000000,top
"C1201","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",200.600000,-70.500000,0.000000,top
"C1202","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",202.500000,-77.500000,-90.000000,top
"C1203","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",194.500000,-68.500000,90.000000,top
"C1204","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",223.250000,-72.500000,180.000000,top
"C1209","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",220.500000,-56.000000,-90.000000,top
"C1211","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",225.500000,-68.500000,180.000000,top
"C1212","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",207.000000,-59.000000,-90.000000,top
"C1214","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",201.500000,-59.500000,-90.000000,top
"C1215","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",207.000000,-66.500000,-90.000000,top
"C1402","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",176.000000,-93.000000,0.000000,top
"C1404","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",157.000000,-82.000000,-90.000000,top
"C1405","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",162.000000,-91.000000,0.000000,top
"C1407","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",172.000000,-90.000000,0.000000,top
"C1409","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",152.000000,-76.000000,0.000000,top
"C1414","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",195.000000,-61.500000,-90.000000,top
"C1416","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",183.000000,-63.000000,90.000000,top
"C1417","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",183.000000,-71.000000,90.000000,top
"C1418","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",172.000000,-57.000000,180.000000,top
"C1419","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",166.000000,-70.000000,-90.000000,top
"C1420","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",167.025000,-58.000000,180.000000,top
"C1421","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",173.000000,-65.000000,-90.000000,top
"C1602","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",108.000000,-71.000000,180.000000,top
"C1603","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",108.000000,-78.000000,-90.000000,top
"C1604","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",116.000000,-63.475000,90.000000,top
"C1605","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",94.000000,-73.000000,0.000000,top
"C1606","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",92.000000,-85.000000,0.000000,top
"C1713","150p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",66.000000,-90.000000,90.000000,top
"C1714","10p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",62.000000,-90.000000,90.000000,top
"C1719","150p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",72.200000,-90.000000,-90.000000,top
"C1720","20p","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",69.000000,-90.000000,-90.000000,top
"C1803","0.01u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",112.000000,-143.000000,180.000000,top
"C1805","60p","Cap_Trimmer_THT_6mm_plastic",86.000000,-140.000000,180.000000,top
"C1806","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",101.000000,-136.000000,0.000000,top
"C1807","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",118.000000,-138.000000,90.000000,top
"C1808","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",92.000000,-132.000000,-90.000000,top
"C2003","22u","CP_Elec_6.3x5.7",171.000000,-119.500000,180.000000,top
"C2005","22u","CP_Elec_6.3x5.7",181.000000,-117.000000,90.000000,top
"C2006","22u","CP_Elec_6.3x5.7",189.500000,-135.000000,0.000000,top
"C2007","22u","CP_Elec_6.3x5.7",177.000000,-140.000000,-90.000000,top
"C2008","22u","CP_Elec_6.3x5.7",163.500000,-131.000000,180.000000,top
"C2102","470u","CP_Elec_10x10",220.000000,-92.000000,0.000000,top
"C2103","4.7u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",218.000000,-112.000000,0.000000,top
"C2104","4.7u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",200.500000,-110.000000,180.000000,top
"C2105","470u","CP_Elec_10x10",232.000000,-92.000000,90.000000,top
"C2106","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",241.000000,-101.000000,0.000000,top
"C2202","22u","CP_Elec_6.3x5.7",101.500000,-108.000000,0.000000,top
"C2203","22u","CP_Elec_6.3x5.7",131.500000,-127.000000,90.000000,top
"C2204","100u","CP_Elec_8x10",131.900000,-114.600000,-90.000000,top
"C2205","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",110.500000,-113.000000,180.000000,top
"C2206","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",78.000000,-117.000000,180.000000,top
"C2207","0.1u","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",99.000000,-117.500000,0.000000,top
