Ref,Val,Package,PosX,PosY,Rot,Side
"C711","18p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",59.000000,-123.000000,180.000000,bottom
"C712","150p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",59.000000,-126.000000,180.000000,bottom
"C715","10p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",74.000000,-145.000000,-0.000000,bottom
"C716","150P","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",74.000000,-141.000000,-0.000000,bottom
"C717","150p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",79.000000,-145.000000,-0.000000,bottom
"C718","20p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",79.000000,-141.000000,-0.000000,bottom
"C801","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",100.000000,-72.000000,90.000000,bottom
"C901","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",108.000000,-145.000000,-0.000000,bottom
"C902","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",136.000000,-143.000000,270.000000,bottom
"C904","0.01u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",92.000000,-137.000000,180.000000,bottom
"C909","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",135.500000,-136.000000,-0.000000,bottom
"C910","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",108.000000,-135.000000,90.000000,bottom
"C1101","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",135.500000,-126.000000,90.000000,bottom
"C1201","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",217.000000,-96.000000,-0.000000,bottom
"C1301","150p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",149.100000,-113.600000,-0.000000,bottom
"C1303","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",163.000000,-124.000000,270.000000,bottom
"C1308","1000p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",142.500000,-107.000000,270.000000,bottom
"C1705","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",67.000000,-55.000000,180.000000,bottom
"C1706","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",76.000000,-57.000000,180.000000,bottom
"C1710","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",68.000000,-79.000000,180.000000,bottom
"C1712","0.0027u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",62.000000,-79.000000,90.000000,bottom
"C1713","0.0027u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",58.000000,-83.000000,-0.000000,bottom
"C1714","0.0027u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",53.000000,-83.000000,-0.000000,bottom
"C1715","0.0027u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",56.000000,-80.000000,180.000000,bottom
"C1717","0.01u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",74.000000,-74.000000,90.000000,bottom
"C1805","150p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",122.000000,-76.000000,90.000000,bottom
"C2001","16p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",161.000000,-60.000000,270.000000,bottom
"C2002","8.2p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",153.500000,-58.000000,270.000000,bottom
"C2003","16p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",143.900000,-53.700000,-0.000000,bottom
"C2101","0.01u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",168.500000,-76.000000,90.000000,bottom
"C2103","0.01u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",162.400000,-80.300000,-0.000000,bottom
"C2106","0.01u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",167.000000,-95.200000,-0.000000,bottom
"C2108","0.01u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",184.000000,-81.000000,-0.000000,bottom
"C2110","1000p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",153.000000,-79.000000,270.000000,bottom
"C2111","1000p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",151.500000,-71.000000,90.000000,bottom
"C2112","1000p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",180.000000,-85.000000,270.000000,bottom
"C2113","1000p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",180.000000,-77.000000,90.000000,bottom
"C2115","0.01u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",193.900000,-54.300000,-0.000000,bottom
"C2304","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",221.500000,-74.500000,180.000000,bottom
"C2305","1000p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",198.500000,-70.500000,-0.000000,bottom
"C2306","1000p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",194.000000,-64.000000,180.000000,bottom
"C2307","1000p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",207.500000,-79.500000,-0.000000,bottom
"C2308","1000p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",205.500000,-72.000000,90.000000,bottom
"C2310","0.1u","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",219.500000,-67.000000,180.000000,bottom
"C2313","150p","C_0805_2012Metric_Pad1.15x1.40mm_HandSolder",228.000000,-79.000000,180.000000,bottom
"E2102","FB0805","L_0805_2012Metric_Pad1.15x1.40mm_HandSolder",149.000000,-79.000000,90.000000,bottom
"E2103","FB0805","L_0805_2012Metric_Pad1.15x1.40mm_HandSolder",155.000000,-71.000000,270.000000,bottom
"Q1701","MMBT3906","SOT23-3-SAR",64.000000,-66.000000,-0.000000,bottom
"Q1703","MMBT3904","SOT23-3-SAR",75.000000,-68.000000,270.000000,bottom
"R501","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",224.500000,-114.500000,-0.000000,bottom
"R502","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",224.500000,-111.500000,-0.000000,bottom
"R902","82","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",133.500000,-143.000000,270.000000,bottom
"R903","2.2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",100.500000,-143.000000,90.000000,bottom
"R906","2.2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",87.000000,-129.000000,270.000000,bottom
"R1101","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",89.500000,-106.525000,90.000000,bottom
"R1102","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",93.000000,-111.500000,90.000000,bottom
"R1106","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",83.000000,-114.000000,270.000000,bottom
"R1301","18","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",159.000000,-140.000000,-0.000000,bottom
"R1302","300","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",166.000000,-140.000000,-0.000000,bottom
"R1303","300","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",156.500000,-143.000000,270.000000,bottom
"R1306","2.2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",159.000000,-123.000000,90.000000,bottom
"R1311","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",184.500000,-137.000000,-0.000000,bottom
"R1312","1K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",182.000000,-141.500000,180.000000,bottom
"R1313","3.3K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",183.500000,-125.000000,90.000000,bottom
"R1314","1K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",174.500000,-134.000000,180.000000,bottom
"R1315","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",187.000000,-125.000000,90.000000,bottom
"R1701","100","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",84.000000,-56.000000,180.000000,bottom
"R1702","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",84.000000,-59.000000,180.000000,bottom
"R1703","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",70.000000,-66.000000,180.000000,bottom
"R1706","10K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",86.000000,-63.000000,180.000000,bottom
"R1709","2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",101.000000,-61.000000,270.000000,bottom
"R1714","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",73.000000,-79.000000,180.000000,bottom
"R1716","22K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",67.000000,-72.000000,180.000000,bottom
"R1717","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",64.000000,-62.000000,-0.000000,bottom
"R1719","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",78.000000,-75.000000,-0.000000,bottom
"R1720","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",62.000000,-84.000000,270.000000,bottom
"R1721","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",57.000000,-88.000000,270.000000,bottom
"R1722","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",52.000000,-79.000000,90.000000,bottom
"R1723","39K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",58.000000,-71.000000,90.000000,bottom
"R1725","47K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",78.000000,-78.000000,-0.000000,bottom
"R1801","0","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",114.000000,-80.000000,-0.000000,bottom
"R1802","DNI","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",118.000000,-81.000000,270.000000,bottom
"R1803","DNI","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",113.000000,-77.000000,90.000000,bottom
"R1811","2.2K","R_0805_2012Metric_Pad1.15x1.40mm_HandSolder",126.000000,-63.000000,90.000000,bottom
